,AZ-10_S135,AZ-11_S136,AZ-12_S137,AZ-13_S138,AZ-14_S139,Az-15_S140,AZ-16_S141,AZ-17_S142,AZ-18_S143,AZ-19_S144,AZ-2_S145,AZ-20_S146,AZ-21_S147,AZ-22_S148,AZ-23_S149,AZ-24_S150,AZ-25_S151,AZ-3_S152,AZ-4_S153,AZ-5_S154,AZ-6_S155,AZ-7_S156,AZ-9_S157,ML-8_S158,AZ-10-RS_S292,AZ-11-RS_S293,AZ-12-RS_S294,AZ-13-RS_S295,AZ-14-RS_S296,AZ-15-RS_S297,AZ-16-RS_S298,AZ-17-RS_S299,AZ-18-RS_S300,AZ-19-RS_S301,AZ-2-RS_S302,AZ-23-RS_S303,AZ-24-RS_S304,AZ-25-RS_S305,AZ-6-RS_S306,AZ-7-RS_S307,AZ-8-RS_S308,AZ-9-RS_S309,AZ-10-SAL_S310,AZ-11-SAL_S311,AZ-12-SAL_S312,AZ-13-SAL_S313,AZ-14-SAL_S314,AZ-15-SAL_S315,AZ-16-SAL_S316,AZ-17-SAL_S317,AZ-18-SAL_S318,AZ-19-SAL_S319,AZ-2-SAL_S320,AZ-20-SAL_S321,AZ-21-SAL_S322,AZ-22-SAL_S323,AZ-23-SAL_S324,AZ-24-SAL_S325,AZ-25-SAL_S326,AZ-3-SAL_S327,AZ-4-SAL_S328,AZ-5-SAL_S329,AZ-6-SAL_S330,AZ-7-SAL_S331,AZ-8-SAL_S332,AZ-9-SAL_S333,Order
1,0,0,0.000562271577171774,0.0010867278973568,0.00237525141269993,0.00237968588146365,0.00312182036814356,0.00165489453045366,0,0.0011407386282618,0,0.000114170890989633,0.00333761232349166,0.000795112152661533,0,0.0010462363025642,0.000924960725873941,0.00174777886435988,0.00114081881869015,0.000423721631836749,0.000242958865195208,0,9.04050144648023e-05,0.00429484195827868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775795190069822,0,0.00212505976730596,0.000353961418205416,0.0012205458552297,0.000527066410367706,0.00138450222818327,0,0.000363108206245461,0,0.000595049190733101,0.00230813618003462,0.00315686548400615,0,0.0050744248985115,0,0.00104269564262979,0.0010202594373998,0,0.000132362673726009,0.00100840336134454,0.00346794081381011,0,Absconditabacteriales (SR1)
2,0,0,0,0,0,0,0,5.99599467555673e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175232665381068,0,0,0.0295384615384615,0,0.00602668962548429,0,0,0,0,0,0.0223211055639968,0,0.0154010695187166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acidaminococcales
3,0.046675332957249,0.00992355837646555,0.0270291979597574,0.0848699432097034,0.0226031989273058,0.010190654833562,0.0357737489593932,0.0281092230390099,0.0296846011131725,0.0267218023670327,0.0172703534217534,0.0129926473946203,0.0159017971758665,0.0168647472380315,0.0464133583233941,0.00899396119748169,0.00822187311887948,0.0254884417719149,0.00302075968892602,0.00945746682259623,0.0165959594071804,0.0267129691465206,0.0823589681774349,0.0253882283248001,0.000156854543553278,0.000477484757217366,0,0,0,0.000302446032286114,0,0.00180961357210179,0.000645716745587602,0,0,0,8.51692028162616e-05,0.00164614472904458,0,0.000172525339659262,0.000366692131398014,0,0.0984112642120322,0.0261588440651668,0.0285919854850314,0.0385698347766031,0.023921892513716,0.017562298694694,0.017486203261611,0.0472461385367542,0.0550093632958802,0.0187908496732026,0.0387589013224822,0.0308235480799746,0.0122064894136446,0.0222656795641849,0.0175438596491228,0.0199594046008119,0.0163778689770482,0.0206343979804632,0.00859932954379828,0.0151954529636933,0.0168100595632032,0.0420840336134454,0.061189889025894,0.0246192104445135,Actinomycetales
4,0.0572465723185598,0.169519060032491,0.0523314189324873,0.168127322442684,0.0818695527248348,0.115652733839133,0.0656276015169735,0.147969156603389,0.0215018064642125,0.14775417082561,0.0410300162879082,0.169361099694022,0.145603337612323,0.174359725477067,0.0939853467370932,0.117196820910042,0.0429152412972941,0.196042529285699,0.128076997236326,0.185437534957035,0.200515820359953,0.0877075820310761,0.040832931533269,0.125692887064698,0.349759489699885,0.170204951149636,0.258140829390481,0.38354154439507,0.0799672489082969,0.332501606744547,0.276886877828054,0.0516493873704053,0.0125699526474387,0.287452725822635,0.474410263484619,0.367589980955136,0.173603225073813,0.0265687759267795,0.364011287171695,0.194824239810222,0.27929717341482,0.393090026790679,0.0688577667344327,0.0921256788207913,0.0190821784965746,0.106996759283855,0.059996460385818,0.136463807424987,0.0297637502325293,0.0385064682213473,0.00552434456928839,0.038035584604212,0.0226856561546287,0.0818787686448746,0.0519774512850104,0.158737253806398,0.0377867746288799,0.106901217861976,0.0167198662410701,0.054988475469213,0.0587377933245883,0.218884120171674,0.177851312596514,0.252840336134454,0.0839241676942047,0.082996580665216,Bacteroidales
5,0,0,0.00313265592995703,0,0,0,0,0,0.000312469485401816,0,0,0.00111887473169841,0,0,0,0,0,0,4.82036120573302e-05,0,0,0,0,0,0.168069643417338,0.0791522809079556,0.0265794600612302,0.0424247505659428,0.0352529112081514,0.0509243506861744,0.0217556561085973,0.28746465598492,0.406328024106759,0.0342689546939721,0.00827700372465168,0.0492273571032521,0.208749716102657,0.21159544347139,0.0514796324433833,0.0167780892818633,0.0806417112299465,0.085300510539352,0,0,0,0,0,0.000305136463807425,0,0,0,0,0,0,0,0,0.000311429461227032,0,0,0,0,0,0,0.000336134453781513,0.000462392108508015,0,Bifidobacteriales
6,0.0108410389737804,0.0550958983464934,0.0556448050122495,0.0182640398233191,0.110391724930562,0.0873624681542036,0.04645731199704,0.0230845795008934,0.0221462747778537,0.0498502780550406,0.0509837379456553,0.0332465634561812,0.127872272143774,0.0564529628389689,0.0508434145510308,0.0516510343055377,0.0617080941404472,0.01381577578494,0.0773507294813291,0.0773546211081168,0.0215859607154204,0.027670183874271,0.0883859691417551,0.0275039140185334,0,0.00484830676559171,0.006818814361258,0.0116961515888321,0.00864264919941776,0.009942913311406,0.00571945701357466,0,0,0.00527412591010831,0.00820802869361291,0.0107760179359225,0.00468430615489439,0,0.0140727877867014,0.00511106318740565,0,0.00641965323762827,0.021835705142685,0.129048681148177,0.0682578909500422,0.0371354194336716,0.135508229602973,0.192642820817088,0.154244434798785,0.138233894345174,0.0333801498127341,0.0111655773420479,0.27029501525941,0.0831482069184386,0.12774646011807,0.144210085207431,0.127374649641856,0.254736129905277,0.0538455692354461,0.114037976072879,0.232764903075353,0.0893167845957546,0.107125523935583,0.0610420168067227,0.238131935881628,0.273173764376749,Burkholderiales
7,0.00846189693654804,0.012354074577808,0.00437768585083738,0.00778237397461964,0.00524853941193372,0.0119684201685378,0.00783923781333827,0.00868220029020614,0.00828044136314813,0.0138029374019678,0.00111171436696916,0.00981869662510846,0.00622593068035943,0.00993890190826917,0.0107343670131198,0.00444191553018483,0.000748777730469381,0.00678304654501571,0.00446686805064593,0.0058643073846206,0.00809239912534808,0.00529807221405993,0.00678037608486017,0.00767993906825202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117084556885777,0.00930954228083786,0.000969750054743955,0.00223131275567125,0.000265471063654062,0.0123410747584336,0.00372046877906616,0.0106000951845282,9.36329588014981e-05,0.0044480755265069,0.00590030518819939,0.00634719136781974,0.00328465533312619,0.0110350607626764,0.00742240215924426,0.0020297699594046,0.00170998632010944,0.0066952036000439,0.00145751348199971,0.0124115531840854,0.00308846238694022,0.0109579831932773,0.0126387176325524,0.00571961454771526,Campylobacterales
8,0.000564126462436536,0.00572997342803531,0.00704847584240331,0.0190002103344317,0.0129297959965521,0.0286122231865394,0.0189852927573767,0.00796268092913933,0.00408163265306122,0.0374732639384001,0.0051449106750433,0.00280860391834498,0.0240853658536585,0.0115709742216271,0.00790594649855171,0.0110864338026101,0.00534421752727166,0.00549301928798818,0.00321357413715534,0.0055253300791512,0.00304633038667838,0.00532033302168203,0.0266092092574735,0.0139423687217027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240945711919283,0.00126066718386346,0,0.00122190936620092,0.000766916406111734,0.00172910662824207,0.00573572270106033,0.00588413446977891,0.00117041198501873,0.000907770515613653,0.00244150559511699,0,0.00275200852234897,0.00223494901522559,0.00124571784490813,0.0007893549842129,0.000607995136038912,0.000603665898364614,0.000728756740999854,0,0.000485329803662034,0.000470588235294118,0.00547163995067818,0.00211377059372086,Cardiobacteriales
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106515830456182,0.00622738658502644,0,0,0.000642697818607992,0.0376470588235294,0,0.000344382264313388,0.0135069078185701,0.00289695130362809,0.000241074226754418,0.00261185555303202,0.000296306051228024,0.00101295130598365,0.0125512184602113,0.00131398013750955,0.00318455239346914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christensenellales
10,0,0.00180084879166824,0,0.00105167215873238,0.00335216933243942,0.00944875276463507,0.005364906114143,0.0136588758709182,5.85880285128405e-05,0.00761443034364751,0,0.00678175092478422,6.41848523748395e-05,0.00351523267492467,0.00149940364627705,0.00462546575870487,0,0.00915503214664697,0.00250658782698117,0.00510160844731445,0.010279028912105,0.000801389074395619,0.000180810028929605,0.012947996445648,0,0.00121207669139793,0,0,0,0,0,0.0248444863336475,0,0.00913324242969976,0,0,0.00130592777651601,0.0179429775465859,0.00115765863540988,0.00614621522536123,0.00137509549274255,0,0,0.00118793638479441,0,0.00159379482547947,0.000707922836410831,0.00115273775216138,0.000930117194766541,0.00199022195301346,0,0.000635439360929557,0,0.00396699460488734,0,0.00961028076547004,0,0.009021199819576,0,0.00290857205575678,0,0.00893167845957546,0.000838296933598059,0.00826890756302521,0.00362207151664612,0,Clostridia UCG-014
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150958642474106,0.0025744503200668,0.00155110254045443,0.00450327510917031,0.000453669048429171,0.025158371040724,0.000188501413760603,0.000430477830391735,0.0214824152923924,0.00224168850875983,0.0108965550492997,0,0.0112925528412458,0.011648940018812,0.00705197325857235,0.000733384262796027,0.00121316281655967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clostridiales
13,0.00191312452478477,0.000340020401224073,0.0004618659383911,0,0,0,0,0.00417321229418748,0.00581974416560883,0.00022814772565236,0,0.00401881536283509,0,0,0,0.000238615297076045,0,0.00235117871038888,0,0.000254232979102049,0,0.00485285606161792,0.000150675024108004,0.000126941141624,0.000810415141691938,0.0105781238522001,0.0109588087948789,0.00243145803638803,0.0239264919941776,0.0381460058220861,0.0318552036199095,0.00961357210179076,0.0860525182953078,0.0449201162880445,0.0109325424196441,0.00887153154456257,0.00181694299341358,0.0507671034437348,0.0254684899790174,0.018826827690317,0.0117647058823529,0.0210281554870343,0.00135531962954597,0.000460628394103957,0,0,0.000117987139401805,0,0,0.000173062778522909,0,0.0020878721859114,0,0.000714059028879721,0,0.000223494901522559,0,0,0.000493996048031616,0.000219514872132587,0,0.00858369098712446,0,0.0100168067226891,0,0,Coriobacteriales
14,0.0560202104436977,0.0185374085408087,0.0163259568657376,0.0867629530954217,0.0287903457523226,0.0445001259833702,0.108870594764592,0.00845435249253499,0.0214432184356996,0.0318836446599173,0.0187698751260374,0.0113942549207654,0.00993260590500642,0.02293270840308,0.121860623615607,0.00774581964354546,0.00544699094125765,0.0246977799047044,0.00499710778327656,0.012982830799478,0.00999869175995664,0.0240194114242465,0.0609631147540984,0.0273769728769094,0,0,0,0,0,0,0.000144796380090498,0,0,0.000102909773855772,0,9.64296907017671e-05,0,0,0,6.46970023722234e-05,0,0,0.0432196370755214,0.0206070597362296,0.00190821784965746,0.0024969452265845,0.00887853223998584,0.0384471944397356,0.0215477150120915,0.0158785099294769,0.0241104868913858,0.0152505446623094,0.125228891149542,0.0219771501110758,0.00630298726086378,0.0162313172230758,0.019412436416485,0.0064276048714479,0.00269797841617267,0.0126221051476238,0.00364378370499927,0.000463983296601322,0.00692697992499449,0.00914285714285714,0.0534062885326757,0.0197078023002798,Corynebacteriales
16,0.00154521596232616,0.0200486103240268,0.0262661151050243,0.00925471499684498,0.0383105066564505,0.0235028976175145,0.0244658218481177,0.0108287663840555,0.003183282882531,0.0190218166262655,0.042012461542439,0.00801479654747226,0.0753369704749679,0.00880900569132909,0.0110410632134946,0.07457645784769,0.0760816901822026,0.010091342252554,0.0213542001413973,0.029897798342401,0.0209692189806941,0.0172966475223721,0.021968418514947,0.015994583844624,0.00235281815329917,0.00319547491368545,0.00177428332869468,0.00222184958497527,0.00436681222707424,0.00419643869796983,0,0.00791705937794534,0.00111924235901851,0.00702359206565644,0.00131052558973652,0.000289289072105301,0.00329320917556212,0,0.000542652485348383,0.00105671770541298,0.00302521008403361,0.00808775211039782,0.0143437994126948,0.0209949573312645,0.0315325179090938,0.0516920788397174,0.0252197510471359,0.0396677402949652,0.0504433558628387,0.0319300826374767,0.00706928838951311,0.0065359477124183,0.0309257375381485,0.0102745160266582,0.0438545874206578,0.0209526470177399,0.0375791549880619,0.0173658096526838,0.0593555251557988,0.0218966084952256,0.010202594373998,0.00661176197656884,0.0383851753805427,0.0136470588235294,0.0174167694204686,0.0356854211998757,Enterobacterales
17,0.000196217899977925,0,0,0.0019280656243427,0.000421415573220956,0,0,0.0027581575507561,0,0,0,0,0,0,0,7.34200914080138e-05,0,0.00291296477393313,0,0.000220335248555109,0,0.000445216152442011,0,0.000105784284686667,0.0142476210394228,0.0375376478366268,0.021604508767047,0.0294709482686342,0.0333879184861718,0.00268420853653926,0.0212488687782805,0.0678605089538172,0.0158415841584158,0.0419357328462271,0.0236929231618154,0.0378486536004436,0.0145355439473087,0.0235398696253375,0.0331379784386079,0.00813025663144274,0.0212070282658518,0.0196633473184047,0.00018823883743694,0.000266679596586501,0,0.000425011953461191,0,0.000542464824546533,0,0.000173062778522909,0,0,0,0,0,0.000139684313451599,0,0.0009021199819576,0,0.000713423334430908,0,0,0,0.00578151260504202,0,0,Erysipelotrichales
19,0.0129749086360403,0.0453738335411236,0.0319289931322543,0.034985627147164,0.0534814672924049,0.0624597553122988,0.0701368976042919,0.0553070548873353,0.0525144028903427,0.109026094396121,0.017451330179167,0.0252546010869069,0.0571245186136072,0.0337713424840978,0.057488498892486,0.0301205925001377,0.0237993862958993,0.0312727575372964,0.0380326499132335,0.0380671514042135,0.0286691460930346,0.0291839187925738,0.0482762777242044,0.0355223627977828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162261877870642,0.0547662916989915,0.00972878280727,0.0295914572597354,0.0142764438676184,0.0496355314460078,0.0218267501705215,0.0618266776273093,0.0467696629213483,0.0118010167029775,0.0288911495422177,0.0150745794985719,0.103111545119624,0.0248638077943847,0.0412124987023772,0.0082318448353631,0.0160738714090287,0.0339150477444847,0.00772482145459846,0.00730773692147083,0.0121332450915508,0.010218487394958,0.0420006165228113,0.0299658066521604,Flavobacteriales
20,0.236908586985848,0.180714546576498,0.0717699506004257,0.170651335623642,0.136404558950292,0.199347686105434,0.250416242715752,0.197699936442456,0.186934869641637,0.23433623271068,0.218154554150831,0.134013791843632,0.0854621309370988,0.125230164044191,0.172772192877833,0.148125034415668,0.0726608036880974,0.174653045088533,0.141413329905521,0.212708259182048,0.199712187190461,0.166978317973376,0.125301350048216,0.281322726695722,0,7.34591934180563e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154280551163316,0.0532874321179209,0.00481746801388932,0.0470700738458269,0.00988142292490119,0.0402441091710459,0.0408631487567434,0.0578462337212824,0.0098314606741573,0.0338598402323892,0.0452695829094608,0.103974928594097,0.0112299702605531,0.104623550775248,0.0412124987023772,0.0313486693730266,0.00611795105639155,0.0281527823510043,0.0263809940241947,0.0781811854773228,0.0632252371497904,0.0637983193277311,0.0540228113440197,0.0242461921044451,Fusobacteriales
24,0.0368153834833583,0.025123729646001,0.0277922808144905,0.0587884736731403,0.018369887941768,0.0355693048517596,0.010174821940616,0.034452985405749,0.0157797090127917,0.0264651361756738,0.0292665270560252,0.0172854728958305,0.00747753530166881,0.0336667224640107,0.0220139717157949,0.026578073089701,0.00129200863296677,0.0326043985768086,0.015328748634231,0.0195250927950374,0.0296409815538154,0.0241529762699791,0.0120540019286403,0.0483434181018068,0.32413991425285,0.395430838169397,0.392360144725856,0.364844470529052,0.568913755458515,0.309591319798873,0.106932126696833,0.46703110273327,0.337150236762807,0.266253312408346,0.238791557456201,0.278898772932186,0.38411310470134,0.383518798972806,0.279863975110339,0.361181798576666,0.376501145912911,0.187155638679674,0.0155108802048039,0.0128975950349108,0.00175180655050521,0.0125909791212878,0.00418854344876408,0.0165112730971351,0.0046505859738327,0.0120278631073422,0,0.00499273783587509,0.0106815869786368,0.00860837829260552,0.00208620000887745,0.0279647995530102,0.00591715976331361,0.0073297248534055,0.000911992704058368,0.0146526177148502,0.000583005392799883,0.0481382670223872,0.00450033090668431,0.0324033613445378,0.0104038224414303,0.0093876282250544,Lachnospirales
25,0.260871698020652,0.224967572128402,0.379754206996265,0.143167636542102,0.272866583660569,0.214199725636216,0.187332346683933,0.14841286020938,0.175588321452983,0.109767574504492,0.311641976266191,0.173631091017034,0.268228498074454,0.222840642785403,0.160333958084853,0.340430608836108,0.499449428139361,0.211356401240091,0.294283051610001,0.221453873663158,0.231408974526697,0.351676238813944,0.266694792671167,0.199170651208057,0.0057513332636202,0.050943950635422,0.0337461731143891,0.0196193510522344,0.011735807860262,0.0159162224490567,0.00097737556561086,0.0329123468426013,0.0191562634524322,0.00105482518202166,0.0087943164574424,0.00773848267881681,0.00264024528730411,0.0211364983209324,0.0118660010129513,0.00577959887858529,0.00922841864018335,0.0162513268968306,0.450116708079211,0.442324476338247,0.707198047986987,0.431652765234022,0.581794584390301,0.304560094931344,0.479599429528121,0.387011638471856,0.642368913857678,0.734931009440813,0.339877924720244,0.495596635988575,0.528341249056771,0.308953764492248,0.445136509913838,0.351714027965719,0.631706946344429,0.51377455822632,0.44745663897391,0.270502261918571,0.443591440547099,0.247126050420168,0.311266954377312,0.320671433012123,Lactobacillales
27,0.000515071987442054,0.00789602931731459,0.00628539298767019,0.0285704269788964,0.0459917632410689,0.0217811248915143,0.0239339561557673,0.0115722697238245,0.017888878039254,0.0176814487380579,0.000801468497117299,0.0201169109923734,0.0264281129653402,0.00301305657850686,0.0112114499914807,0.00550650685560103,0.0697244204313547,0.00740725328228709,0.0163249566167491,0.0048473754682124,0.00964359803390211,0.0183651662882329,0.0630122950819672,0.00188296026742267,0,0.00040402556379931,0,0,0.000454876273653566,0,0,0.000226201696512724,0,0,0,0,0,0,0.000180884161782794,0,0,0.000176919577414952,0.00805662224230103,0.0367290535298681,0.0365689617417962,0.0546671625139457,0.01241814642204,0.0475673843024241,0.0670614497426676,0.0724267728118375,0.124625468164794,0.00953159041394335,0.0251271617497457,0.0132497619803237,0.0299169958719872,0.0225450481910881,0.0988788539395827,0.0402571041948579,0.0873613011095911,0.0313906267149599,0.0973619005975805,0.0120635657116344,0.0161923670858151,0.0322016806722689,0.0137176325524044,0.0803232825613926,Micrococcales
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379065146920422,0.00819070006611327,0.00201781241302533,0,0.00200145560407569,0.00601111489168652,0.000434389140271493,0,0.00137752905725355,0.00234119735521881,0.00296592633466685,0.00313396494780743,0.004883034294799,6.58457891617831e-05,0.000795890311844295,0.00317015311623895,0.00204736440030558,0.00227468028104939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monoglobales
30,0,0,0,0,0,4.19944567317114e-05,9.24983812783276e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452025072324012,0,0.124960786364112,0.178248732828914,0.211139716114667,0.111888991364132,0.176673944687045,0.0953083059241617,0.23779185520362,0.026239396795476,0.082393456736978,0.196120301525637,0.167471375362119,0.190954895012174,0.17627186009539,0.21600711134523,0.123073583677013,0.309726116023291,0.181329258976318,0.187787494313299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oscillospirales
31,0.00105467121238135,0.00460916543881522,0.0037551708903972,0.00508308210053986,0.00884972703764007,0.006985077969708,0.00328369253538063,0.0030339733058317,0.0024606971975393,0.00473406530728647,0.00837663848600016,0.00248892542357401,0.0132381258023107,0.00585872112487446,0.00586130516271937,0.0069381986380573,0.00688581873706156,0.0039533093360521,0.00300469181824025,0.00659310859137981,0.0064851327863644,0.00743510974578158,0.00656943105110897,0.00414674395971734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasteurellales
32,0,0.000264460312063168,0,0.0095702166444647,0.000421415573220956,0.00214171729331728,0,0.000995335116142417,0,0.00202481106516469,0,0.000251175960177193,0,0,0.000170386777986028,0.00356087443328867,0,0.000312103368635692,0,0,0.000953146317304278,0.00155825653354704,0,0.00778572335293869,0,0,0,0,0,0,0.000579185520361991,0,0,0,0,0,0,0,0,0,0.000611153552330023,0,0,0,0,0.000531264941826489,0,0.000372944566875742,0,0,0,0,0,0,0,0,0,0,0,0.000493908462298321,0,0,0,0.00053781512605042,0,0,Peptococcales
33,0.00328664982463025,0.00238014280856851,0,0.0135665708476478,0.00455895029211761,0.00398947338951258,0.0070298769771529,0.00687140989818801,0,0.00752887494652788,0,0.00194090514682377,0.00195763799743261,0.00177854034147975,0.000851933889930141,0.00218424771938841,0,0.000936310105907076,0.000915868629089273,0.00888120540329825,0.00422374642570131,0.00458572637015271,0.00132594021215043,0.0274404434477214,0.0046794938826728,0.0371703518695365,0.0198302254383524,0.00809088622453257,0.0388464337700146,0.017957733166988,0.0773212669683258,0.0172290292177191,0.0129573826947912,0.0240294321953228,0.043971582287212,0.00706347484390444,0.00743811037928685,0.0183051293869757,0.0575211634469286,0.0361009273237007,0.013475935828877,0.0171864732345954,0.00421654995858746,0.000315166795965865,0,0.00387823407533337,0,0.0024410917104594,0,0.00177389347985982,0,0.00163398692810458,0,0.00158679784195493,8.87744684628701e-05,0.000698421567257997,0,0.0024808299503834,0,0.000823180770497201,0.00116601078559977,0.00452383714186289,0.000529450694904037,0.0160672268907563,0.00855425400739827,0.000310848616723656,Peptostreptococcales-Tissierellales
34,0,0.00105784124825267,0.00198803164785734,0.00350557386244128,0.00804520639785461,0.00277163414429295,0.00645176209416335,0.00369353272014294,0,0.00359332667902467,0.000387807337314822,0.00203224185961547,0.00176508344030809,0.00707231335788416,0.00306696200374851,0.0102053927057139,0.000616640483915961,0.00516010902811011,0.000433832508515971,0.00271181844375519,0.00310239781710804,0.00235964560794266,0.00756388621022179,0.00797613506537469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278593479406671,0.00230314197051978,0.000813338755591704,0.00297508367422834,0.00634180874284703,0.00400067808103068,0.00852607428535996,0.011422143382512,0,0.000272331154684096,0.00406917599186165,0.00230085687083466,0.00106529362155444,0.00731945802486381,0.0029066749714523,0.0007893549842129,0.00018999848001216,0.00790253539677313,0.000437254044599913,0.000463983296601322,0.00238252812706817,0.00127731092436975,0.0121763255240444,0.00397886229406279,Propionibacteriales
39,0.00259988717470751,0.0103895122596245,0.00674725892606129,0.0204725513566571,0.00444401877214826,0.0293541252554663,0.0425492553880307,0.0491791483289163,0.0075187969924812,0.0341366034507343,0.000879029964580263,0.00927067634835822,0.00434852374839538,0.0300887177770338,0.00276026580337366,0.00818634019199354,0.010805890384813,0.0245729385572502,0.00682884504145511,0.0258131218114947,0.022819444184873,0.00456346556253061,0.00274228543876567,0.0265095417424787,0,0,0,0,0,0,0,0.000377002827521206,0.00012914334911752,0,0,0,0,0,0,0,0,0,0.0021835705142685,0.00392746314972847,0,0.000637517930191787,0,0.00108492964909307,0.000806101568797669,0.00298533292952018,0,0.0436637618010167,0,0,0.00142039149540592,0.00734739488755413,0.00077857365306758,0.0107126747857465,0.000151998784009728,0.00225002743935902,0.015012388864597,0.0196032942814059,0.00207368188837415,0.0198991596638655,0.00593403205918619,0.00385452284737333,Saccharimonadales
42,0.000858453312403424,0.000415580490384979,0.000361460299610426,0.0182640398233191,0.000249018293266928,0.00180576163946359,0.00228933493663861,0.00199067023228483,0,0.00293740196777413,0,0.00118737726629219,0,0.000418480080348175,0.000443005622763674,0.000917751142600173,0,0.0008114687584528,0.000160678706857767,0.000169488652734699,0.000672809165155961,0.00111304038110503,0,0.00628358651038802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000727307990690458,0,0.00600329384263932,0,0.00216985929818613,9.30117194766541e-05,0.00186042486912127,0,0.00281408859840232,0.000203458799593082,0.000912408759124088,0,0.000335242352283839,0,0,0,0.00131708923279552,0,0,0.000308846238694022,0.00235294117647059,0.00647348951911221,0,Spirochaetales
43,0.0146918152608472,0.0313070636090017,0.00985983372826218,0.0170020332328402,0.0238866009002969,0.0182115960693188,0.0179678105633151,0.0311911643022461,0.00148423005565863,0.0100955368601169,0.0097210372553582,0.00552587112389825,0.0308408215661104,0.0355917308336123,0.0260691770318623,0.0450799361245205,0.031859758335658,0.0455462849295687,0.00666816633459734,0.0368468331045236,0.0268936774627619,0.0524242019500467,0.0190151880424301,0.0450852621334575,0,0.000220377580254169,0,0.000125765070847657,0.000227438136826783,0.000189028770178821,0,0.000640904806786051,0,0,0,0.000192859381403534,0,0,0.000361768323565589,0,0,0.000126371126724966,0.0189368270461562,0.0348380527540729,0.0223668157787719,0.0887743717792063,0.0891392838180638,0.0497372436006103,0.050629379301792,0.0562454030199455,0.00870786516853933,0.042483660130719,0.00193285859613428,0.0213821009203427,0.0574814683297084,0.0432183265819248,0.0726668742863075,0.0727334235453315,0.0517175862593099,0.0860498298759741,0.0155953942573969,0.0219232107644125,0.0532097948378557,0.0159327731092437,0.0258168927250308,0.0460677649984458,Staphylococcales
45,0.24595913762233,0.171962169582027,0.266215510663079,0.070567201850943,0.115965903649076,0.0674011030543968,0.0544584219776154,0.198023720154936,0.423200859291085,0.095080564665621,0.226996561441609,0.347330684568662,0.0924903722721438,0.194174757281553,0.192673368546601,0.0881591747581726,0.0813231342954883,0.16062920039117,0.230236519056495,0.0879815596345825,0.144261498495524,0.135212145496639,0.117647058823529,0.0435831252909068,0.00128097877235177,0.00576654668331742,0,0,0.0107350800582242,0.0762920116441722,0.00781900452488688,0.00399622997172479,0,0.0173402968946976,0,0.02237168824281,0.00729616170792641,0.0168565220254165,0,0.00614621522536123,0.000672268907563025,0.0431936511145933,0.0652435810556434,0.0555420868890613,0.0664122376200457,0.074748977314987,0.0262226417320512,0.0395999321918969,0.0400260432814535,0.0417513953186518,0.0413389513108614,0.0147058823529412,0.0477110885045778,0.0973103776578864,0.014381463890985,0.0623271406621036,0.0423544067268764,0.0506314839873703,0.0539595683234534,0.0420919767314236,0.0711266579215858,0.173645748753045,0.0502095742333995,0.141983193277311,0.0271270036991369,0.0364314578800124,Veillonellales-Selenomonadales
46,0,0,0,0,0,8.39889134634228e-05,0,0,0.000117176057025681,0,0,0,0,0,0,0.000110130137112021,0,0,0,5.08465958204098e-05,0,4.45216152442011e-05,0,0,0,0.000183647983545141,0.00445310325633176,0,0.000363901018922853,0.0359910778420476,0.0792398190045249,0,0.00288420146362462,0.0152563739741182,0.00327631397434129,0.00159108989657916,0.00604701339995458,0.000460920524132482,0.000795890311844295,0,0.00100840336134454,0.00786028408229288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verrucomicrobiales
